NAME,URL,REVIEW,Address,Location,Column1,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url2,WebsiteUrl,Award,FacilitiesAndServices
Angler,https://guide.michelin.com/en/greater-london/london/restaurant/angler392235,"As the restaurant’s name suggests, fish is the mainstay of the menu – the majority of it from Cornwall and Scotland – and the kitchen has the confidence to know that when it's this good, it needs little in the way of adornment. There’s a delicate nature to the accomplished cooking; go for the tasting menu to fully experience the kitchen’s skill.
The restaurant itself may be on the top floor of the South Place hotel but feels very much like a separate, stand-alone establishment with its own personality. The first thing you notice is the ornate ceiling and the brightness of this intimate room, which also comes with its own, eminently comfortable, rooftop terrace where, on a warm evening, you’ll see the cocktails go flying out.","3 South Place, London, EC2M 2AF, United Kingdom",London, United Kingdom,££££,Seafood,-0.086521,51.5189674,4.42032E+11,https://guide.michelin.com/en/greater-london/london/restaurant/angler392235,https://www.anglerrestaurant.com/,1 MICHELIN Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access"
La Trompette,https://guide.michelin.com/en/greater-london/london/restaurant/la-trompette,"It’s easy to see why this neighbourhood restaurant has a loyal following: it has a grounded head chef who ensures the food is consistent, a well-chosen wine list and service that is as discreet as it is free of undue pomp. It is also a restaurant that seems happy in Chiswick and never gives the impression it would prefer to be in Mayfair; the locals repay the compliment by creating a warm, relaxed atmosphere. 
The menu changes twice a day and there’s little difference between the style of dishes served at lunch and dinner. The set price menu is balanced and appealing and, while the influences are varied, its heart is French with occasional nods to the Mediterranean. The dishes themselves are free of unnecessary adornment, so the focus remains on the top quality ingredients.","3-7 Devonshire Road, London, W4 2EU, United Kingdom",London, United Kingdom,£££,Modern British,-0.256007,51.491997,4.42087E+11,https://guide.michelin.com/en/greater-london/london/restaurant/la-trompette,https://www.latrompette.co.uk/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access"
Locanda Locatelli,https://guide.michelin.com/en/greater-london/london/restaurant/locanda-locatelli,"A few minutes in the company of Giorgio Locatelli, whether face to face or through the medium of television, reveals a man who is passionate about Italian food – and it is that very passion which has kept Locanda Locatelli at the top for so long. The restaurant may be into its third decade but still looks as dapper as ever and remains in the premier league of London’s most fashionable addresses.
The other reason for its enduring popularity is the great food and the consistency that the kitchen maintains. The hugely appealing menu covers many regions of Italy and provides plenty of choice – including some terrific pasta dishes. Portions are generous and unfussy presentation allows the bold, punchy flavours to shine. Allow plenty of time to peruse the superb Italian wine list, which features an outstanding range of wines from Tuscany and Piedmont.","8 Seymour Street, London, W1H 7JZ, United Kingdom",London, United Kingdom,£££,Italian,-0.1573303,51.5150463,4.42079E+11,https://guide.michelin.com/en/greater-london/london/restaurant/locanda-locatelli,https://www.locandalocatelli.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
Sollip,https://guide.michelin.com/en/greater-london/london/restaurant/sollip,"Flying somewhat under the radar and concealed down a little side street near the Shard is this extremely likeable restaurant run by a husband-and-wife team. Both from Korea, they met while training in London and have experience in some of the finest kitchens around the world. 
Their food adds to the capital’s already diverse assembly of cuisines – by making use of skills learnt in Europe while adding techniques and flavours from their homeland. The result is cooking that really feels it comes from the heart; it’s not showy or over complicated, just polished and poised.  
The room has a cool, calm and contemporary feel where you sense that every element has been carefully considered, down to the plates and bowls which were brought from Korea.","Unit 1, 8 Melior Street, London, SE1 3QP, United Kingdom",London, United Kingdom,££££,Creative,-0.0846577,51.5025583,4.42074E+11,https://guide.michelin.com/en/greater-london/london/restaurant/sollip,https://www.sollip.co.uk/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access"
River Café,https://guide.michelin.com/en/greater-london/london/restaurant/river-cafe,"Little has changed at the iconic River Café since it opened thirty-five years ago: the welcome from the staff is just as cheery, the atmosphere as warm and comforting – and the famous chocolate nemesis is as much of a must-try as ever. The on-view kitchen with its wood-fired oven dominates the stylish and buzzing riverside room – ask for a seat on the terrace, or failing that, sit by the window.
Daily written menus burst with authentic Italian flavours which make one’s mouth water in anticipation. The honest, hearty dishes have a rustic Italian simplicity, relying as they do on the quality of their ingredients, whether that be fish from Cornwall, crab from Devon or shellfish from Scotland. Add to this arguably the best Italian wine list in London and it‘s clear why River Café continues to appeal. ","Thames Wharf, Rainville Road, London, W6 9HA, United Kingdom",London, United Kingdom,££££,Italian,-0.2243521,51.4841179,4.42074E+11,https://guide.michelin.com/en/greater-london/london/restaurant/river-cafe,https://www.rivercafe.co.uk/,1 MICHELIN Star,"American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access"
Evelyn's Table,https://guide.michelin.com/en/greater-london/london/restaurant/evelyn-s-table,"Peek behind a curtain and head down a narrow staircase to the former beer cellar of The Blue Posts pub and you’ll find this tiny, passionately run restaurant with its counter seats and subterranean speakeasy vibe. There are two sittings per evening and everyone is served at once, so be sure to arrive on time. Talented Head Chef Luke Selby and his younger brothers Nat and Theo explain each of the sophisticated, original dishes on the perfectly balanced set menu in detail; watch them confidently craft each course using a mix of French and Japanese techniques. The wine list offers an interesting selection from lesser-known artisan producers; pairings are available or the sommelier is only too happy to help guests choose.","The Blue Posts, 28 Rupert Street, London, W1D 6DJ, United Kingdom",London, United Kingdom,££££,Modern Cuisine,-0.1326731,51.5111217,4.47921E+11,https://guide.michelin.com/en/greater-london/london/restaurant/evelyn-s-table,https://www.theblueposts.co.uk/evelyns-table/,1 MICHELIN Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
Endo at The Rotunda,https://guide.michelin.com/en/greater-london/london/restaurant/endo-at-the-rotunda,"The former BBC TV Centre on Wood Lane may be an unlikely setting for a Japanese restaurant but Yokohama-born Endo Kazutoshi has created a stylish and good-looking space on the top floor; the highlight of which is a beautiful counter fashioned from 200-year-old hinoki wood. 
The experienced, peripatetic chef is a real showman and creates a memorable dining experience, explaining each element of the omakase in an engaging and charming way. Ingredients are either imported from Japan, such as rice from Yamagata; or are the best that Europe has to offer, like clams from Poole Harbour, monkfish from Brixham, cuttlefish from Brittany and tuna from Spain. The preparations are impressive and the flavours subtle and well-judged. No detail is overlooked, with water even imported from Endo’s home town to ensure that the cooked rice has the perfect PH.","The Helios, 101 Wood Lane, London, W12 7FR, United Kingdom",London, United Kingdom,££££,Japanese,-0.2266159,51.510307,4.42046E+11,https://guide.michelin.com/en/greater-london/london/restaurant/endo-at-the-rotunda,https://www.endoatrotunda.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Counter dining,Credit card / Debit card accepted,Great view,Mastercard credit card,Notable sake list,Visa credit card"
Dysart Petersham,https://guide.michelin.com/en/greater-london/london/restaurant/dysart-petersham,"Built in the early 1900s as part of the Arts and Crafts movement, the Dysart (named after the family who once lived in Ham House), is an undeniably beautiful building, whose appeal is matched only by its views over Richmond Park.
Inside, the warm, homely space blends period features like leaded windows and flagstone floors with more contemporary design elements; tables are well-spaced but still leave room for an antique grand piano – which comes into its own on Sunday evenings.
A natural ethos runs throughout the highly seasonal menus, which feature impeccably sourced ingredients in assured, satisfying dishes that deliver some interesting combinations, underpinned by a classical base. The bold, flavour-packed sauces are a highlight, as are the creative desserts, and the warm, passionate service leaves no detail overlooked.","135 Petersham Road, London, TW10 7AA, United Kingdom",London, United Kingdom,£££,Modern Cuisine,-0.2996555,51.4464732,4.42089E+11,https://guide.michelin.com/en/greater-london/london/restaurant/dysart-petersham,http://www.thedysartpetersham.co.uk,1 MICHELIN Star,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Hakkasan Mayfair,https://guide.michelin.com/en/greater-london/london/restaurant/hakkasan-mayfair,"This seductive subterranean spot beckons you in through its discreet entrance on Bruton Street, immediately transporting you to somewhere more exotic. If you’re coming for lunchtime dim sum then sit on the ground floor, but if you’re here for dinner ask for a table on the lower floor, which is markedly sexier thanks to its flattering lighting and energising atmosphere.
All the signature dishes which have made the reputation of this group can be found on the extensive menu; highlights include the roasted silver cod with champagne and honey, the delicious black truffle roasted duck and the wonderful spicy prawn with lily bulb and almond. Cooking is sophisticated, well-balanced and extremely tasty – and cocktails add to the fun.","17 Bruton Street, London, W1J 6QB, United Kingdom",London, United Kingdom,£££,Chinese,-0.1451152,51.5101824,4.42079E+11,https://guide.michelin.com/en/greater-london/london/restaurant/hakkasan-mayfair,https://hakkasan.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Notable sake list,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Casa Fofō,https://guide.michelin.com/en/greater-london/london/restaurant/casa-fofo,"Italian chef Adolfo de Cecco eats, sleeps and breathes his vocation. Tucked away in a parade of shops off Dalston High Road, this tightly packed neighbourhood gem has a cosy, derelict-chic feel – and its shelves strain under the weight of cookery books, wines and fermented products. The tables by the kitchen are as good as any chef’s table and there’s a spacious rear terrace for warmer days.
The chefs work calmly in the open kitchen, preparing a great value and truly enjoyable daily set menu of innovative dishes which take in many Pacific influences. Asian flavours fuse with Mediterranean traditions which, along with the chef’s daring but carefully judged touch, make for some intriguing combinations – and the vegetarian options are equally appealing and original. A modestly priced wine flight completes the picture.","158 Sandringham Road, London, E8 2HS, United Kingdom",London, United Kingdom,££,Modern Cuisine,-0.0641532,51.5499681,4.4203E+11,https://guide.michelin.com/en/greater-london/london/restaurant/casa-fofo,http://www.casafofolondon.co.uk/,1 MICHELIN Star,"Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card"
Amaya,https://guide.michelin.com/en/greater-london/london/restaurant/amaya,"Unlike it's contemporaries, this modern Indian restaurant delivers a dining experience where the emphasis is on different sized dishes designed for sharing; delivered as and when they are prepared from the tawa, tandoor and sigri grills. Its name loosely translates as ‘without boundaries’ and this is also reflected in the moodily lit open-plan layout and the theatre of the open kitchen which runs down one side.
Opt for the menu of 'Amaya Favourites' or the sharing dishes in two sizes; the bite-sized smaller portions allow you to try more dishes and the variety is impressive, with vegetarian dishes well represented. Staff are friendly, the atmosphere is lively and the vibrant, original cooking remains in the memory long after you've departed.","Halkin Arcade, 19 Motcomb Street, London, SW1X 8JT, United Kingdom",London, United Kingdom,£££,Indian,-0.1572179,51.4991357,4.42078E+11,https://guide.michelin.com/en/greater-london/london/restaurant/amaya,https://www.amaya.biz/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card"
Dining Room at The Goring,https://guide.michelin.com/en/greater-london/london/restaurant/dining-room-at-the-goring,"The Goring is a model of British style and understatement and its ground floor dining room the epitome of grace and decorum. It appeals to those who ‘like things done properly’ and is one of the few places in London for which everyone appears to dress up – indeed, many are investees who’ve come straight from the Palace. Even those who decry tradition will be charmed by the atmosphere and the earnestness of the well-choreographed service team.
The hotel has long enjoyed a reputation for serving classic British food but the kitchen makes judicious use of modern techniques and superb ingredients to produce dishes – whether old favourites like Eggs Drumkilbo or something more contemporary such as slow-cooked halibut with nasturtiums – that display an impressive understanding of balance, flavour and texture.","15 Beeston Place, London, SW1W 0JW, United Kingdom",London, United Kingdom,£££,Traditional British,-0.1456983,51.497523,4.42078E+11,https://guide.michelin.com/en/greater-london/london/restaurant/dining-room-at-the-goring,https://www.thegoring.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
Galvin La Chapelle,https://guide.michelin.com/en/greater-london/london/restaurant/galvin-la-chapelle,"It might be smaller than the glass-fronted office buildings that surround it but this red-brick, Grade II listed former school certainly holds its own. Once inside, you’ll find that the magnificent vaulted room lends itself effortlessly to its role as a glamorous brasserie and the atmosphere is buzzy without being overly loud.
The Galvins know how to run a restaurant and it’s a family affair here, with Jeff in the kitchen and brother David responsible for sourcing produce at the market. Cooking is classic French with a light, modern touch, and there are no unnecessary fripperies – just three courses of reassuringly familiar combinations with the emphasis on bold, harmonious flavours. Time-served signatures include lasagne of Dorset Crab, Bresse pigeon and tarte Tatin.","35 Spital Square, London, E1 6DY, United Kingdom",London, United Kingdom,£££,French,-0.0783716,51.520295,4.42073E+11,https://guide.michelin.com/en/greater-london/london/restaurant/galvin-la-chapelle,https://galvinrestaurants.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access"
Ritz Restaurant,https://guide.michelin.com/en/greater-london/london/restaurant/ritz-restaurant,"Pass those enjoying afternoon tea in the stunning Palm Court and you’ll be swept into a room that takes your breath away, where stunning Louis XVI decoration sets a celebratory tone. What was once the reserve of a somewhat exclusive crowd has now become more accessible, with menus ranging from an à la carte to a ‘menu surprise’.
Luxury ingredients are never far away and there’s a flamboyancy in the delivery that matches the surroundings. Classic techniques and the influence of Escoffier shine through but modern elements bring the dishes into the present day. The sharing ‘Arts de la Table’ dishes keep the theatre of the gueridon trolley alive; allow 40mins for the crêpe Suzette or beef Wellington.
Executive Chef John Williams MBE remains a guiding force and his influence is omnipresent in this celebrated dining experience.","150 Piccadilly, London, W1J 9BR, United Kingdom",London, United Kingdom,££££,Modern British,-0.1418453,51.5069929,4.42073E+11,https://guide.michelin.com/en/greater-london/london/restaurant/ritz-restaurant,https://www.theritzlondon.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card"
Behind,https://guide.michelin.com/en/greater-london/london/restaurant/behind,"Having worked in a number of luminous kitchens, talented chef-owner Andy Beynon struck out on his own in 2020 – and chose his own neighbourhood for the location of his striking restaurant. The ersatz-industrial look of the ground floor room is softened by a beautiful horseshoe-shaped counter which seats 18. It allows guests to see ‘behind’ the scenes, with every seat having a view of the chefs calmly preparing dishes; they also serve them themselves and describe their make-up with palpable pride. 
The surprise seasonal menu leans slightly towards fish but meat dishes, such as guinea fowl with pumpkin, are prepared with equal aplomb as roasted hake. The 10 or so courses are all delicate, balanced and skilful little creations that provide great depth of flavour and make for a memorable dining experience. 
 ","20 Sidworth Street, London, E8 3SD, United Kingdom",London, United Kingdom,£££,Modern British,-0.0575469,51.5391571,,https://guide.michelin.com/en/greater-london/london/restaurant/behind,https://www.behindrestaurant.co.uk/,1 MICHELIN Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card,Wheelchair access"
Veeraswamy,https://guide.michelin.com/en/greater-london/london/restaurant/veeraswamy,"London’s oldest surviving Indian restaurant may have opened in 1926 but it’s always full of life – as soon as you get out of the lift, you become aware of the bustle and vitality. The traditionally attired doorman sets the tone for the restaurant itself, which is decorated in a subtle yet colourful style, thanks largely to the glass lanterns and chandeliers. It is also run with enormous charm by an enthusiastic team.
You can opt for royal recipes like Pista Ka Salan (chicken with pistachio and aniseed) or Patiala Shahi Raan (slow-cooked lamb shank) or for dishes from various regions of the country. The Hyderabadi lamb biryani has been on the menu since opening day but, like all the dishes, boasts a fresh, invigorating taste thanks to the judicious spicing. When it comes to side dishes, the fresh pineapple curry is worth a try.","Victory House, 99 Regent Street, London, W1B 4RS, United Kingdom",London, United Kingdom,£££,Indian,-0.1378262,51.5099619,4.42077E+11,https://guide.michelin.com/en/greater-london/london/restaurant/veeraswamy,https://www.veeraswamy.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card"
City Social,https://guide.michelin.com/en/greater-london/london/restaurant/city-social,"The buzz from the bar is the first thing you notice at Jason Atherton’s handsome, well-run restaurant on the 24th floor of Tower 42. Dark and moody with a subtle art deco twist, it boasts impressive views of the City’s ever-changing skyline – be sure to ask for one of the coveted window tables. Large parties should request one of the comfortable circular booths; those with bigger plans should ask for table 10, the proposal table.
The concise menu offers unadulterated dishes with a British heart and, while the confident kitchen has a deft touch, it wisely acknowledges its customer base by making dishes robust in flavour and generous in size – this is elegant, refined but satisfying cooking. The wines are also noteworthy, with a good mix of styles and prices, and the sommelier team know the list intimately.","Tower 42, 25 Old Broad Street, London, EC2N 1HQ, United Kingdom",London, United Kingdom,£££,Modern Cuisine,-0.0840542,51.5151615,4.42079E+11,https://guide.michelin.com/en/greater-london/london/restaurant/city-social,https://www.citysociallondon.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Quilon,https://guide.michelin.com/en/greater-london/london/restaurant/quilon,"There may be glitzier and more excitable Indian restaurants around these days, but Quilon ‘s longevity is no accident, as it delivers an object lesson in the importance of consistency and reliability. Yes, it may have something of a corporate feel, but it’s spacious and colourful and run with care, professionalism and personality. 
Head chef Sriram Aylur and his experienced team put their focus on the cuisine of the southwest of India and the Malabar Coast, which means that seafood is always going to be a good choice here. The recipes and preparation may be traditional but the presentation is more contemporary and the kitchen has an assured yet delicate touch. The ingredients are first-rate and the sauces are particularly good.","41 Buckingham Gate, London, SW1E 6AF, United Kingdom",London, United Kingdom,£££,Indian,-0.1379057,51.4989023,4.42078E+11,https://guide.michelin.com/en/greater-london/london/restaurant/quilon,http://www.quilon.co.uk/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card"
Umu,https://guide.michelin.com/en/greater-london/london/restaurant/umu,"From its discreet entrance to its elegantly dressed room, Umu has always been a restaurant for that special occasion. Courteous service adds to the experience, with the team able to offer helpful advice, whether guests are experienced Japanophiles or those simply wishing to learn more. The restaurant is influenced by the traditions and delicate cuisine of Kyoto, where the philosophy of kaiseki is preserved and celebrated. But you can also expect more than a nod to its UK location as many of the ingredients used by the experienced kitchen are from these isles. Those ingredients are of irreproachable quality and their natural flavours are always brought to the fore. Some dishes are simple; others presented with a flourish at the table – but all are prepared with considerable care and respect.","14-16 Bruton Place, London, W1J 6LX, United Kingdom",London, United Kingdom,££££,Japanese,-0.1444006,51.5113444,4.42075E+11,https://guide.michelin.com/en/greater-london/london/restaurant/umu,https://www.umurestaurant.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Notable sake list,Particularly interesting wine list,Visa credit card"
Murano,https://guide.michelin.com/en/greater-london/london/restaurant/murano,"The north of Italy is the focus of the wonderfully appealing menu here at Murano and, while the dishes clearly have a classical base, they have been subtly reinvented and lightened, resulting in sophisticated cooking which exhibits a delicious vitality and freshness. Choose between 3 and 6 dishes; the pastas, in particular, are a strength.
The wine list concentrates on Italy too, with some top quality producers and fine vintages but also some lesser-seen regions featured. The narrow room is elegant and stylish, with the best tables being against the wall, and the friendly, laid-back service creates a welcoming atmosphere. It’s no surprise then, to find many regulars amongst the varied clientele.","20 Queen Street, London, W1J 5PP, United Kingdom",London, United Kingdom,£££,Italian,-0.1472229,51.5071742,4.42075E+11,https://guide.michelin.com/en/greater-london/london/restaurant/murano,https://www.muranolondon.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
Pied à Terre,https://guide.michelin.com/en/greater-london/london/restaurant/pied-a-terre,"Over the last quarter of a century, few London streets have seen more restaurants come and go than Charlotte Street, but one constant over that period has been David Moore’s Pied à Terre. One of the reasons for its longevity has been its subtle reinventions: nothing ever too grandiose – just a little freshening up with a new colour scheme or some clever lighting to keep the place looking relevant and vibrant. 
Of course, the restaurant’s success is also due to its cooking, and there’s been reinvigoration here, too, with the introduction of a vegan menu. Dishes are based on classical French techniques with occasional nods to the chef’s Greek background, which give the cooking a bold, muscular edge. The room is undeniably intimate and the professional, thoughtful service goes a long way in ensuring the atmosphere remains serene and welcoming.","34 Charlotte Street, London, W1T 2NH, United Kingdom",London, United Kingdom,££££,Creative,-0.1352265,51.5191109,4.42076E+11,https://guide.michelin.com/en/greater-london/london/restaurant/pied-a-terre,https://www.pied-a-terre.co.uk/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
Leroy,https://guide.michelin.com/en/greater-london/london/restaurant/leroy,"Broad smiles greet you, vinyl plays in the background and the team look as though they are having just as much fun as their guests. Welcome to Leroy, which manages to achieve what many other restaurants can only aspire to, by delivering a personal dining experience in a laid-back atmosphere.
Menus change throughout the week according to the best seasonal produce available. Deeply flavoured modern dishes might include burrata, pumpkin raviolo or rabbit Wellington, followed by Normandy apple tart or soft chocolate ganache – and the pescatarian, vegetarian and vegan options are much more than just an afterthought. To accompany your meal, choose something from the 350 bin wine cellar, where you’ll find everything from the classical to the more unusual.","18 Phipp Street, London, EC2A 4NU, United Kingdom",London, United Kingdom,£££,Modern British,-0.0814988,51.5240583,4.42077E+11,https://guide.michelin.com/en/greater-london/london/restaurant/leroy,https://www.leroyshoreditch.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Pollen Street Social,https://guide.michelin.com/en/greater-london/london/restaurant/pollen-street-social,"Jason Atherton’s empire now covers the globe but Mayfair’s Pollen Street Social is a special place because it’s here at his flagship that it all began. He used lockdown as an opportunity to develop his ideas and when he relaunched, it was with a new style and a new concept.
The smart bar is a place for pre-meal drinks and snacks; well-spaced tables provide a feeling of luxury and elegance; and there’s a chef’s counter where you can watch the team prepare your premium tasting menu. Top-notch British produce is used in unfussy modern dishes with a classic heart and the occasional playful touch, and strong, punchy flavours shine through. The dishes are often finished at the table with a flourish, while the well-drilled serving team explain their make-up. The sommelier, meanwhile, has a natural skill for gauging tastes and price limits.","8-10 Pollen Street, London, W1S 1NQ, United Kingdom",London, United Kingdom,££££,Modern Cuisine,-0.1423163,51.5134222,4.42073E+11,https://guide.michelin.com/en/greater-london/london/restaurant/pollen-street-social,https://pollenstreetsocial.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
Kai,https://guide.michelin.com/en/greater-london/london/restaurant/kai123638,"With its glitzy, slightly ostentatious interior, this certainly isn’t your average Chinese restaurant. A table near the back beside the tropical fish tank is a great place to sit, with the basement more suited to a romantic date – and service is engaging and highly attentive. The wine list includes some interesting Chinese options and is well worth a look.
All areas of China are represented on the wide-ranging menus, with an emphasis on the southern Nanyang region. 20% of the dishes are classics, such as the powerfully flavoured 18-hour slow-cooked pork belly; the other 80% are more elaborate, adventurous constructions like spring chicken and Szechuan spicy crumble. Vegetarians are well looked after and desserts are a highlight. Lunch consists of ‘Little plates of loveliness’, with lucky number 8 about the right amount to share; or come for afternoon tea with its fine infusions, bao buns and macaroons.","65 South Audley Street, London, W1K 2QU, United Kingdom",London, United Kingdom,££££,Chinese,-0.1515898,51.5087682,4.42075E+11,https://guide.michelin.com/en/greater-london/london/restaurant/kai123638,https://www.kaimayfair.co.uk/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
St. JOHN,https://guide.michelin.com/en/greater-london/london/restaurant/st-john,"There’s no standing on ceremony here at St John; indeed, very little ceremony at all, and that makes eating here such a joyful experience. There’s little distraction from the surroundings either, which come in a shade of detention centre white.
This is the place to try new flavours, whether that’s cuttlefish or ox tongue. Game is a favourite and the only gravy will be the blood of the bird – this is natural, ‘proper’ food. Seasonality is at its core – the menu is rewritten for each service – and nothing sums up the philosophy more than the potatoes and greens: they are always on the menu but the varieties and types change regularly. The waiters spend time in the kitchen so they know what they’re talking about and are worth listening to. There are dishes for two as well as magnums of wine for real trenchermen. Do order the warm madeleines for the journey home.","26 St. John Street, London, EC1M 4AY, United Kingdom",London, United Kingdom,££,Traditional British,-0.1014144,51.5205007,4.42073E+11,https://guide.michelin.com/en/greater-london/london/restaurant/st-john,https://stjohnrestaurant.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card"
Portland,https://guide.michelin.com/en/greater-london/london/restaurant/portland,"The cooking at Portland respects the principles of sourcing and seasonality; in fact, the menu is often reprinted after lunch as ingredients are used up and replaced by different ones. The kitchen believes in doing as little as possible to the raw ingredients to allow their natural flavours to come through, and plates are never over-crowded, with every component there to enhance another. Be sure to try the bread flavoured with treacle and porter, which is stunning.
The pared-down look of the room is just the right side of austere, helped along by the chefs on display in the open kitchen, some original art on the walls, and a knowledgeable service team who are happy to make recommendations. The concise wine list offers some interesting lesser-known choices, with many available by the class or carafe.","113 Great Portland Street, London, W1W 6QQ, United Kingdom",London, United Kingdom,£££,Modern Cuisine,-0.1427082,51.5198009,4.42074E+11,https://guide.michelin.com/en/greater-london/london/restaurant/portland,https://portlandrestaurant.co.uk/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
Pétrus by Gordon Ramsay,https://guide.michelin.com/en/greater-london/london/restaurant/petrus284688,"Named after the famous Pomerol wine estate in Bordeaux, which produces superlative wine from 100% Merlot vines, Pétrus serves both as a neighbourhood restaurant for the well-to-do locals and a place for lesser mortals to get glammed up and celebrate a special occasion. At the heart of the elegant room is its striking glass-walled wine store, which features over 700 bins, including Château Pétrus going back to 1948; red walls and roses further emphasize the theme.
Cooking has a classic French heart, with the Ramsay hallmarks of modernity and unfussy execution; sauces deliver great depth, textural contrasts play an important part, and dishes exhibit consummate balance and seasoning. Opt for the ‘Prestige’ menu of 6 signature dishes to fully experience the kitchen’s talents. Service is undertaken by a courteous and highly professional team.","1 Kinnerton Street, London, SW1X 8EA, United Kingdom",London, United Kingdom,££££,French,-0.1567357,51.4995628,4.42076E+11,https://guide.michelin.com/en/greater-london/london/restaurant/petrus284688,https://www.gordonramsayrestaurants.com/petrus,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access"
